"Year","Game","Count","Conf.Game","Week","Team","Conference","Tm.HAN","Tm.FU","Tm.Cover","Tm.OU","Field25","Opp","Opp.Conference","Opp.HAN","Opp.FU","Opp.Cover","Opp.OU","OT","Thursday","TOP.VERIFICATION","OU.Total","Tm.Points","Tm.Spread","Tm.Passes","Tm.Pass.Yards","Tm.YPPA","Tm.Rush.Attempts","Tm.Rush.Yards","Tm.YPRA","Tm.Total.Plays","Tm.Total.Yards","Tm.YPP","Tm.TO","Tm.Pen.Yards","Tm.TOP","Opp.Points","Opp.Spread","Opp.Passes","Opp.Pass.Yards","Opp.YPPA","Opp.Rush.Attempts","Opp.Rush.Yards","Opp.YPRA","Opp.Total.Plays","Opp.Total.Yards","Opp.YPP","Opp.TO","Opp.Pen.Yards","Opp.TOP","Victory","Pts.Diff","TO.Diff","Victory.1","Pts.Diff.1","Opp.Off.Points","Opp.Off.Spread","Opp.Off.Passes","Opp.Off.Pass.Yards","Opp.Off.YPPA","Opp.Off.Rush.Attempts","Opp.Off.Rush.Yards","Opp.Off.YPRA","Opp.Off.Total.Plays","Opp.Off.Total.Yards","Opp.Off.YPP","Opp.Off.TO","Opp.Off.Pen.Yards","Opp.Off.TOP","Opp.Def.Points","Opp.Def.Spread","Opp.Def.Passes","Opp.Def.Pass.Yards","Opp.Def.YPPA","Opp.Def.Rush.Attempts","Opp.Def.Rush.Yards","Opp.Def.YPRA","Opp.Def.Total.Plays","Opp.Def.Total.Yards","Opp.Def.YPP","Opp.Def.TO","Opp.Def.Pen.Yards","Opp.Def.TOP","Opp.Victory","Opp.Pts.Diff","Opp.TO.Diff","offense.points.dif","defense.points.dif","offense.YPPA.dif","defense.YPPA.dif","offense.YPRA.dif","defense.YPRA.dif","offense.Pass.Yards.dif","defense.Pass.Yards.dif","offense.Rush.Yards.dif","defense.Rush.Yards.dif","TO.Diff.dif","Victory.dif","offense.Total.Plays.dif","defense.Total.Plays.dif","offense.Total.Yards.dif","defense.Total.Yards.dif","Home.Binary","original.order","matchup.num","Class_Points","recruit_lag1","recruit_lag2","recruit_lag3","recruit_lag4","recruit_2avg","recruit_3avg","recruit_4avg","home.ind","away.ind","field.status","game.id"
2015,438,1,"Y",9,"UNLV","MWC","H","U","N","O",NA,"Boise State","MWC","A","F","Y","O","N","N",3600,NA,17.6,67.8,24.4,132.2,5.368,43.8,162.8,3.674,68.2,295,4.296,1.4,45.4,1869.2,29.2,67.8,39.8,220,5.51,36.6,200,5.37,76.4,420,5.542,1.6,47.2,1730.8,0.2,-11.6,0.2,0,-28,36,35.57142857,35.28571429,284,8.081428571,42.14285714,151.2857143,3.321428571,77.42857143,435.2857143,5.617142857,2.142857143,59.42857143,1858.571429,19.71428571,35.57142857,30,173,5.965714286,33.85714286,87.85714286,2.485714286,63.85714286,260.8571429,4.071428571,2.428571429,61.42857143,1741.428571,0.714285714,16.28571429,0.285714286,-2.114285714,-6.8,-0.597714286,-2.571428571,1.188285714,2.048571429,-40.8,-64,74.94285714,48.71428571,-0.085714286,-0.514285714,4.342857143,-1.028571429,34.14285714,-15.28571429,1,5645,570,120.01,89.8,120.23,102.45,27.69,105.015,104.16,85.0425,1,0,1,"2015438"
2015,561,1,"Y",11,"Boise State","MWC","H","F","N","U",NA,"New Mexico","MWC","A","U","Y","U","N","N",3600,NA,38.375,34.75,37.25,296.875,8.02,40,144.875,3.40625,77.25,441.75,5.71625,2.125,56.875,1845.125,20.625,34.75,32.875,210.5,6.335,34.25,105.875,2.95875,67.125,316.375,4.54125,2.25,60.125,1754.875,0.75,17.75,0.125,0,-7,23.375,58.625,19.625,124.5,7.0225,46.5,222.5,4.77625,66.125,347,5.32375,1.5,63.75,1818.875,29.625,58.625,28.25,233.75,8.25875,44.5,215.875,4.625,72.75,449.625,6.1425,1.625,46.875,1781.125,0.5,-6.25,0.125,8.75,-2.75,-0.23875,-0.6875,-1.21875,-1.8175,63.125,86,-71,-116.625,0,0.25,4.5,1,-7.875,-30.625,1,644,571,171.45,159.21,172.95,167.2,159.9,166.08,166.4533333,164.815,1,0,1,"2015561"
2015,638,1,"Y",13,"Boise State","MWC","A","F","Y","O",NA,"San Jose State","MWC","H","U","N","O","N","N",3600,NA,36.1,33.5,42.1,311.8,7.585,39.2,143.5,3.504,81.3,455.3,5.603,2.1,53.9,1842.7,23.3,33.5,29.2,218.1,8.489,36.7,137,3.474,65.9,355.1,5.294,2.4,67.1,1757.3,0.6,12.8,0.3,1,17,27,58.1,29.9,202.3,6.898,39.5,174.6,4.444,69.4,376.9,5.333,1.4,28.2,1914.5,27.4,58.1,22.8,159.8,7.131,42.8,217.3,4.838,65.6,377.1,5.766,1.1,46.3,1685.5,0.4,-0.4,-0.3,8.7,-3.7,0.454,1.591,-1.334,-0.97,152,15.8,-73.8,-37.6,0.6,0.2,15.7,-3.5,78.2,-21.8,0,646,572,171.45,159.21,172.95,167.2,159.9,166.08,166.4533333,164.815,0,1,-1,"2015638"
2015,707,1,"N",99,"N. Illinois","MAC","N","U","N","O",NA,"Boise State","MWC","N","F","Y","O","N","N",3600,NA,31.27272727,39.81818182,28.72727273,193.7272727,6.754545455,48,202.4545455,4.156363636,76.72727273,396.1818182,5.106363636,2,52.72727273,1645.181818,25.09090909,39.81818182,35.36363636,220.3636364,6.093636364,43.09090909,173,3.905454545,78.45454545,393.3636364,4.985454545,2.090909091,51.27272727,1954.818182,0.545454545,6.181818182,0.090909091,0,-48,36.45454545,39.09090909,41.36363636,301.3636364,7.421818182,38.81818182,157.7272727,3.964545455,80.18181818,459.0909091,5.748181818,1.909090909,53.54545455,1834.545455,23.27272727,39.09090909,30.27272727,228.8181818,8.462727273,36.36363636,137.0909091,3.538181818,66.63636364,365.9090909,5.395454545,2.363636364,66.09090909,1765.454545,0.636363636,13.18181818,0.454545455,8,-11.36363636,-1.708181818,-1.328181818,0.618181818,-0.059090909,-35.09090909,-81,65.36363636,15.27272727,-0.363636364,-0.090909091,10.09090909,-1.727272727,30.27272727,-65.72727273,0,3283,573,135.87,109.96,108.66,100.92,37.01,109.31,106.5133333,89.1375,0,0,0,"2015707"
2011,98,1,"Y",3,"Boston College","ACC","H","U","N","U",NA,"Duke","ACC","A","U","Y","U","N","N",3600,NA,10,91,34,229.5,6.01,26.5,80.5,2.975,60.5,310,4.735,1.5,42.5,1608.5,27,91,24.5,192,7.845,49.5,231,4.71,74,423,5.735,0.5,38.5,1991.5,0,-17,-1,0,-1,14,28,39,305,7.82,33,30,0.91,72,335,4.65,1,38,2064,44,28,30,299,9.97,30,205,6.83,60,504,8.4,1,25,1536,0,-30,0,-34,13,-3.96,0.025,-3.855,3.8,-69.5,-113,-124.5,201,-1,0,0.5,2,-194,88,1,649,574,180.05,181.41,146.56,181.2,163.88,163.985,169.7233333,168.2625,1,0,1,"201198"
2011,195,1,"Y",5,"Boston College","ACC","H","U","N","U",NA,"Wake Forest","ACC","A","U","Y","U","N","N",3600,NA,13,91.66666667,34,235.3333333,6.426666667,26,80.66666667,3.063333333,60,316,5.01,1,41.66666667,1561.666667,24.66666667,91.66666667,34.66666667,256,7.556666667,41.66666667,181,4.18,76.33333333,437,5.736666667,0.666666667,52,2038.333333,0,-11.66666667,-0.333333333,0,-8,31.5,47.5,38.5,331.5,8.655,38.5,90.5,2.415,77,422,5.545,1,68,1924.5,31.5,47.5,34.5,246.5,7.02,28,115,4.11,62.5,361.5,5.745,1,54.5,1675.5,0.5,0,0,-18.5,-6.833333333,-0.593333333,-1.098333333,-1.046666667,1.765,-11.16666667,-75.5,-34.33333333,90.5,-0.333333333,-0.5,-2.5,-0.666666667,-45.5,15,1,650,575,180.05,181.41,146.56,181.2,163.88,163.985,169.7233333,168.2625,1,0,1,"2011195"
2011,251,1,"Y",6,"Clemson","ACC","H","F","Y","U",NA,"Boston College","ACC","A","U","N","U","N","N",3600,NA,34.75,45.75,35,301.25,8.535,43.25,163.25,3.83,78.25,464.5,5.8975,1,42.75,1871,19,45.75,33,229.25,6.8825,32.25,141,4.02,65.25,370.25,5.765,1.75,71.25,1729,1,15.75,0.75,1,22,14.5,69.25,37.5,223.5,5.8,28,97.5,3.385,65.5,321,4.7825,1.25,45.25,1653.75,25.25,69.25,33.5,264,8.0675,39.5,161.75,3.9225,73,425.75,5.8575,0.75,41.5,1946.25,0,-10.75,-0.5,9.5,4.5,0.4675,1.0825,-0.0925,0.635,37.25,5.75,1.5,43.5,1.25,1,5.25,-0.25,38.75,49.25,1,1019,576,269.16,209.53,202.9,261.1,217.31,206.215,224.51,222.71,1,0,1,"2011251"
2011,353,1,"Y",8,"Virginia Tech","ACC","H","F","N","U",NA,"Boston College","ACC","A","U","Y","U","N","N",3600,NA,25.33333333,60.33333333,28.33333333,221.1666667,7.686666667,41.5,181.5,4.355,69.83333333,402.6666667,5.776666667,1.833333333,51.16666667,2088.5,17,60.33333333,32.83333333,220.8333333,7.156666667,29.16666667,78.16666667,2.146666667,62,299,4.788333333,1.166666667,38.83333333,1511.5,0.833333333,8.333333333,-0.666666667,1,16,14.4,61.2,34.4,205.2,5.84,29.4,103.2,3.428,63.8,308.4,4.732,1.4,46.2,1708.2,27.4,61.2,34.2,275.2,8.184,39.8,165.4,4.016,74,440.6,5.968,0.6,37.2,1891.8,0,-13,-0.8,-2.066666667,2.6,-0.497333333,1.316666667,0.339,-1.281333333,-54.03333333,15.63333333,16.1,-25.03333333,0.133333333,0.833333333,-4.166666667,-1.8,-37.93333333,-9.4,1,5937,577,190.68,203.77,217.55,213.6,204.65,210.66,211.64,209.8925,1,0,1,"2011353"
2011,405,1,"Y",9,"Maryland","ACC","H","F","N","U",NA,"Boston College","ACC","A","U","Y","U","N","N",3600,NA,24.5,51.16666667,38.33333333,228,5.765,36.33333333,163.3333333,4.236666667,74.66666667,391.3333333,5.175,1.333333333,42.33333333,1553.333333,36.16666667,51.16666667,28.5,228.5,8.855,46.5,224.1666667,4.773333333,75,452.6666667,6.041666667,2,52.5,2046.666667,0.166666667,-11.66666667,0.666666667,0,-11,14.33333333,56,33.66666667,201.1666667,5.871666667,29.33333333,101.1666667,3.38,63,302.3333333,4.711666667,1.5,41,1688,27.83333333,56,34.5,274,8.06,39.83333333,173.5,4.238333333,74.33333333,447.5,6.03,0.5,33.16666667,1912,0,-13.5,-1,-3.333333333,21.83333333,-2.295,2.983333333,-0.001666667,1.393333333,-46,27.33333333,-10.16666667,123,1.666666667,0.166666667,0.333333333,12,-56.16666667,150.3333333,1,2642,578,162.43,195.39,205.49,168.8,181.55,200.44,189.8933333,187.8075,1,0,1,"2011405"
2011,442,1,"Y",10,"Boston College","ACC","H","U","N","U",NA,"Florida State","ACC","A","F","Y","U","N","Y",3600,NA,16.28571429,61.28571429,30.57142857,177,5.414285714,34,139.8571429,3.754285714,64.57142857,316.8571429,4.818571429,1.857142857,36.57142857,1756.285714,26.28571429,61.28571429,35.42857143,260.4285714,7.532857143,39.28571429,176.8571429,4.414285714,74.71428571,437.2857143,5.865714286,0.714285714,31.71428571,1843.714286,0.142857143,-10,-1.142857143,0,-31,31.85714286,26.42857143,32.42857143,282,9.541428571,31.71428571,120.1428571,3.425714286,64.14285714,402.1428571,6.285714286,2,68.14285714,1776,17.85714286,26.42857143,33.57142857,218,6.418571429,36.85714286,85,2.278571429,70.42857143,303,4.22,1.285714286,51.14285714,1824,0.571428571,14,-0.714285714,-1.571428571,-5.571428571,-1.004285714,-2.008571429,1.475714286,0.988571429,-41,-21.57142857,54.85714286,56.71428571,-0.428571429,-0.428571429,-5.857142857,10.57142857,13.85714286,35.14285714,1,654,579,180.05,181.41,146.56,181.2,163.88,163.985,169.7233333,168.2625,1,0,1,"2011442"
2011,508,1,"Y",11,"Boston College","ACC","H","U","Y","U",NA,"N.C. State","ACC","A","F","N","U","N","N",3600,NA,15.125,55.375,29.25,169,5.44375,34.625,134.125,3.58625,63.875,303.125,4.655,2.125,37,1773,27.75,55.375,33,250.375,7.9975,39.5,170.625,4.25,72.5,421,5.80625,0.75,29.625,1827,0.125,-12.625,-1.375,1,4,22.14285714,32.85714286,36.57142857,232,6.242857143,34,102.2857143,2.728571429,70.57142857,334.2857143,4.717142857,1.714285714,31.57142857,1844.857143,27.85714286,32.85714286,30.42857143,224.2857143,7.56,36.42857143,152.7142857,4.05,66.85714286,377,5.605714286,2.285714286,42.42857143,1755.142857,0.428571429,-5.714285714,0.571428571,-12.73214286,5.607142857,-2.11625,1.754642857,-0.46375,1.521428571,-55.28571429,18.375,-18.58928571,68.33928571,-1.946428571,-0.303571429,-2.982142857,1.928571429,-73.875,86.71428571,1,655,580,180.05,181.41,146.56,181.2,163.88,163.985,169.7233333,168.2625,1,0,1,"2011508"
2011,582,1,"N",12,"Notre Dame","Independent","H","F","N","U",NA,"Boston College","ACC","A","U","Y","U","N","N",3600,NA,33.6,34,36.2,258.9,7.25,32.8,177.4,5.298,69,436.3,6.285,2.2,59.6,1785.2,20.9,34,30.9,201.7,6.565,38.2,148.9,3.652,69.1,350.6,5.135,1.1,60,1814.8,0.7,12.7,-1.1,1,2,15,52,27.44444444,163.3333333,5.847777778,34.77777778,127.2222222,3.41,62.22222222,290.5555556,4.568888889,2,36.44444444,1766,25.77777778,52,33.77777778,247,7.72,37.77777778,156.8888889,3.995555556,71.55555556,403.8888889,5.624444444,0.777777778,32.55555556,1834,0.222222222,-10.77777778,-1.222222222,7.822222222,5.9,-0.47,0.717222222,1.302444444,0.242,11.9,38.36666667,20.51111111,21.67777778,0.122222222,0.477777778,-2.555555556,6.877777778,32.41111111,60.04444444,1,3762,581,269.31,232.42,240.45,294.67,264.97,236.435,255.8466667,258.1275,1,0,1,"2011582"
2011,614,1,"Y",13,"Boston College","ACC","A","U","Y","U",NA,"Miami, FL","ACC","H","F","N","U","N","N",3600,NA,14.9,50.3,28.5,164,5.71,33.8,122.5,3.389,62.3,286.5,4.509,1.8,38.3,1749.3,24.8,50.3,34.3,247.9,7.604,37.9,157.3,4.009,72.2,405.2,5.597,0.8,35.8,1850.7,0.2,-9.9,-1,1,7,24.9,29.3,27.9,233.1,8.394,35.8,150,4.113,63.7,383.1,6.093,1.4,42.1,1861.1,20.3,29.3,26,197.7,7.475,37.7,157.1,4.129,63.7,354.8,5.51,1.2,34.5,1739.1,0.5,4.6,-0.2,-5.4,-0.1,-1.765,-0.79,-0.74,-0.104,-33.7,14.8,-34.6,7.3,-0.8,-0.3,-1.4,8.5,-68.3,22.1,0,657,582,180.05,181.41,146.56,181.2,163.88,163.985,169.7233333,168.2625,0,1,-1,"2011614"
2012,98,1,"N",3,"Boston College","ACC","A","U","N","U",NA,"Northwestern","Big 10","H","F","Y","U","N","N",3600,NA,32,26,51,441,8.65,34,96,2.82,85,537,6.32,3,30,2019,41,26,45,207,4.6,34,208,6.12,79,415,5.25,1,78,1581,0,-9,-2,0,-9,32.5,37,31.5,173,5.475,43,157.5,3.625,74.5,330.5,4.445,0.5,58.5,1728,27,37,49,343.5,6.905,32,113.5,3.585,81,457,5.51,2.5,56,1872,1,5.5,2,5,8.5,1.745,-0.875,-0.765,2.495,97.5,34,-17.5,50.5,-4,-1,4,4.5,80,84.5,0,658,583,142.89,180.05,181.41,146.56,181.2,180.73,169.34,172.305,0,1,-1,"201298"
2012,193,1,"Y",5,"Boston College","ACC","H","U","N","O",NA,"Clemson","ACC","A","F","Y","O","N","N",3600,NA,22.5,48,47.5,366,7.63,27.5,60.5,2.005,75,426.5,5.59,2,39,1731.5,31.5,48,42.5,237,5.64,47,250.5,5.5,89.5,487.5,5.425,1.5,78.5,1868.5,0,-9,-0.5,0,-14,38.33333333,27.66666667,39.33333333,290,7.276666667,43.33333333,203.3333333,4.526666667,82.66666667,493.3333333,5.953333333,0.666666667,41,1803,31.66666667,27.66666667,30.33333333,234,7.486666667,39,239.6666667,6.113333333,69.33333333,473.6666667,6.746666667,2,44.33333333,1797,0.666666667,6.666666667,1.333333333,-9.166666667,-6.833333333,0.143333333,-1.636666667,-4.108333333,0.973333333,132,-53,-179.1666667,47.16666667,-1.833333333,-0.666666667,5.666666667,6.833333333,-47.16666667,-5.833333333,1,659,584,142.89,180.05,181.41,146.56,181.2,180.73,169.34,172.305,1,0,1,"2012193"
2012,308,1,"Y",7,"Boston College","ACC","A","U","N","O",NA,"Florida State","ACC","H","F","Y","O","N","N",3600,NA,26.75,70.5,42,333.75,7.93,27.75,89.5,3.1175,69.75,423.25,6.095,1.75,34.25,1669.5,35.5,70.5,34,230,6.755,54.75,306.5,5.5175,88.75,536.5,6.045,1.75,66.75,1930.5,0,-8.75,0,0,-44,36.75,23.5,29.75,266.75,8.8875,40.25,245,5.9475,70,511.75,7.2275,1,59.5,1904.25,17.75,23.5,37.75,193.75,4.985,33,92.5,2.79,70.75,286.25,3.9375,1.25,34.25,1695.75,0.75,19,0.25,9,-1.25,2.945,-2.1325,0.3275,-0.43,140,-36.75,-3,61.5,-0.25,-0.75,-1,18.75,137,24.75,0,661,585,142.89,180.05,181.41,146.56,181.2,180.73,169.34,172.305,0,1,-1,"2012308"
2012,340,1,"Y",8,"Georgia Tech","ACC","H","F","Y","U",NA,"Boston College","ACC","A","U","N","U","N","N",3600,NA,33.6,31.2,15.2,138.4,10.212,52.4,303.4,5.904,67.6,441.8,6.684,1.4,40,1863.2,35.6,31.2,37.6,301.6,8.122,38,167,4.33,75.6,468.6,6.132,1.6,37.8,1736.8,0.2,-2,0.2,1,20,22.8,65.6,40.2,292.8,7.126,28.6,90.8,3.094,68.8,383.6,5.568,1.6,33.2,1702.2,38.6,65.6,34.8,273.6,7.762,50.4,285.4,5.632,85.2,559,6.664,1.8,72.6,1897.8,0,-15.8,0.2,-5,12.8,2.45,0.996,0.272,1.236,-135.2,8.8,18,76.2,0,0.2,-17.6,6.8,-117.2,85,1,1721,586,180.57,174.84,191.03,190.16,162,182.935,185.3433333,179.5075,1,0,1,"2012340"
2012,391,1,"Y",9,"Maryland","ACC","A","U","N","U",NA,"Boston College","ACC","H","F","Y","U","N","N",3600,NA,23.66666667,58.66666667,25.5,214.6666667,8.333333333,41.5,90.5,1.946666667,67,305.1666667,4.5,2.5,41,1910.5,22.66666667,58.66666667,33.66666667,213.5,6.41,33.5,84.83333333,2.358333333,67.16666667,298.3333333,4.401666667,1.333333333,60.33333333,1689.5,0.5,1,-1.166666667,0,-3,21.83333333,57,38.66666667,288,7.358333333,26.5,81,2.911666667,65.16666667,369,5.69,1.666666667,32.16666667,1581,38.33333333,57,31.5,256.6666667,8.38,54.66666667,303,5.55,86.16666667,559.6666667,6.585,1.5,71.33333333,2019,0,-16.5,-0.166666667,-14.66666667,0.833333333,-0.046666667,-0.948333333,-3.603333333,-0.553333333,-42,-74.5,-212.5,3.833333333,-1,0.5,-19.16666667,2,-254.5,-70.66666667,0,2652,587,201.19,162.43,195.39,205.49,168.8,178.91,187.77,183.0275,0,1,-1,"2012391"
2012,461,1,"Y",10,"Wake Forest","ACC","H","F","Y","U",NA,"Boston College","ACC","A","U","N","U","N","N",3600,NA,21,45.28571429,32.71428571,201.8571429,6.131428571,34.28571429,113.8571429,3.214285714,67,315.7142857,4.681428571,1.142857143,34.28571429,1705,31.57142857,45.28571429,31.14285714,244.2857143,8.447142857,45.71428571,185.1428571,3.751428571,76.85714286,429.4285714,5.545714286,1.571428571,55.28571429,1895,0.428571429,-10.57142857,0.428571429,1,14,21.57142857,52.57142857,38.71428571,287.8571429,7.358571429,26.57142857,70.57142857,2.538571429,65.28571429,358.4285714,5.515714286,1.714285714,32.57142857,1583.571429,35.28571429,52.57142857,33,254.2857143,7.998571429,51.42857143,273.5714286,5.19,84.42857143,527.8571429,6.294285714,1.714285714,65.71428571,2016.428571,0.142857143,-13.71428571,0,-14.28571429,10,-1.867142857,1.088571429,-1.975714286,1.212857143,-52.42857143,-43.57142857,-159.7142857,114.5714286,0.428571429,0.285714286,-17.42857143,11.57142857,-212.1428571,71,1,6056,588,153.48,141.84,160.75,155.33,141.14,151.295,152.64,149.765,1,0,1,"2012461"
2012,530,1,"N",11,"Boston College","ACC","H","U","Y","U",NA,"Notre Dame","Independent","A","F","N","U","N","N",3600,NA,20.625,52.125,40.25,298,7.34375,25.875,63.25,2.2925,66.125,361.25,5.4875,2,31.75,1574.875,34.375,52.125,36,259.125,7.64125,49,253.875,4.995,85,513,6.0825,1.625,67,2025.125,0.125,-13.75,-0.375,0,-15,26.66666667,39,29.33333333,204.1111111,7.134444444,41.66666667,200.3333333,4.614444444,71,404.4444444,5.701111111,1.222222222,41,1962,11.66666667,39,33.77777778,194,5.883333333,30.66666667,100.6666667,3.182222222,64.44444444,294.6666667,4.6,2,46.66666667,1638,1,15,0.777777778,8.958333333,7.708333333,1.460416667,0.506805556,-0.889722222,0.380555556,104,55.01388889,-37.41666667,53.54166667,-1.152777778,-0.875,1.680555556,14,66.58333333,108.5555556,1,665,589,142.89,180.05,181.41,146.56,181.2,180.73,169.34,172.305,1,0,1,"2012530"
2012,551,1,"Y",12,"Boston College","ACC","H","U","Y","O",NA,"Virginia Tech","ACC","A","F","N","O","Y","N",3600,NA,19,49.33333333,40.55555556,292.3333333,7.165555556,25.55555556,62.11111111,2.293333333,66.11111111,354.4444444,5.383333333,2,32.66666667,1584,32.88888889,49.33333333,34.77777778,253.5555556,7.721111111,48,246.1111111,4.951111111,82.77777778,499.6666667,6.078888889,1.666666667,66.77777778,2016,0.111111111,-13.88888889,-0.333333333,0,-7,24.88888889,56.77777778,33.33333333,244.5555556,7.496666667,36.88888889,153.1111111,3.927777778,70.22222222,397.6666667,5.728888889,2.333333333,49.44444444,1788.666667,27.88888889,56.77777778,32.66666667,231.2222222,7.098888889,37.77777778,146.6666667,3.638888889,70.44444444,377.8888889,5.318888889,1.555555556,62.77777778,1811.333333,0.333333333,-3,-0.777777778,-8.888888889,8,0.066666667,0.224444444,-1.345555556,1.023333333,61.11111111,9,-84.55555556,93,0.444444444,-0.222222222,-4.333333333,12.55555556,-23.44444444,102,1,666,590,142.89,180.05,181.41,146.56,181.2,180.73,169.34,172.305,1,0,1,"2012551"
2012,615,1,"Y",13,"N.C. State","ACC","H","F","Y","U",NA,"Boston College","ACC","A","U","N","U","N","N",3600,NA,25.66666667,47.11111111,46.22222222,323.6666667,7.008888889,34.77777778,95.88888889,2.571111111,81,419.5555556,5.092222222,2.777777778,48.77777778,1782,29.33333333,47.11111111,37.77777778,303.1111111,7.907777778,40,160.6666667,3.67,77.77777778,463.7777778,5.772222222,1.777777778,46.22222222,1818,0.444444444,-3.666666667,-1,1,17,19.4,44.9,39.5,276,6.879,27.5,72.6,2.435,67,348.6,5.24,1.9,33.4,1605.2,32.6,44.9,34.6,252.9,7.697,48,236.9,4.777,82.6,489.8,5.966,1.5,66.8,1994.8,0.1,-13.2,-0.4,-6.933333333,9.933333333,-0.688111111,1.028777778,-2.205888889,1.235,70.76666667,27.11111111,-141.0111111,88.06666667,-0.6,0.344444444,-1.6,10.77777778,-70.24444444,115.1777778,1,3302,591,179.32,136.6,197.88,176.3,211.96,167.24,170.26,180.685,1,0,1,"2012615"
2013,97,1,"N",3,"Boston College","ACC","A","U","N","U",NA,"Southern Cal","PAC 12","H","F","Y","U","N","N",3600,NA,24,26,14,123,8.79,46,191,4.15,60,314,5.23,1,0,1675,10,26,30,191,6.37,39,55,1.41,69,246,3.57,3,44,1925,1,14,2,0,-28,18.5,26,25,113,4.25,43.5,165.5,3.79,68.5,278.5,3.99,2,47,1971.5,11.5,26,39.5,211.5,5.365,26.5,15,0.53,66,226.5,3.455,3.5,67.5,1628.5,0.5,7,1.5,12.5,-8.5,3.425,2.12,3.62,-2.38,-88.5,78,176,-110.5,0.5,0.5,-6,0.5,87.5,-32.5,0,668,592,126.12,142.89,180.05,181.41,146.56,161.47,168.1166667,162.7275,0,1,-1,"201397"
2013,188,1,"Y",5,"Florida State","ACC","A","F","N","O",NA,"Boston College","ACC","H","U","Y","O","N","N",3600,NA,51.5,35.5,25.5,308.5,11.955,37.5,266.5,6.895,63,575,9.125,0.5,57.5,1863.5,10,35.5,26,143.5,5.38,32.5,112,3.465,58.5,255.5,4.425,1.5,53,1736.5,1,41.5,1,1,14,15.5,20,19,103,6.125,36,146,4.015,55,249,4.455,0.5,2.5,1539.5,22.5,20,24.5,227.5,10.13,41,156,3.695,65.5,383.5,5.985,1.5,72,2060.5,0.5,-7,1,29,-5.5,1.825,-0.745,3.2,-0.55,81,40.5,110.5,-34,0,0.5,-2.5,3.5,191.5,6.5,0,1560,593,262.44,287.73,296.41,265.39,251.48,292.07,283.1766667,275.2525,0,1,-1,"2013188"
2013,287,1,"Y",7,"Boston College","ACC","A","U","Y","U",NA,"Clemson","ACC","H","F","N","U","N","N",3600,NA,28.25,20.75,20,151.5,8.665,39.5,203,5.0675,59.5,354.5,5.99,0.75,23.5,1649,30,20.75,21.75,221.5,10.415,45.75,199.25,4.2075,67.5,420.75,6.3375,1,50.75,1951,0.5,-1.75,0.25,0,-10,42.25,23.75,34,347.25,10.27,44.25,172.5,3.91,78.25,519.75,6.6325,0.75,38.25,1710.5,17.5,23.75,31.25,193,6.2125,39,192.5,4.665,70.25,385.5,5.4425,2.5,57.75,1889.5,1,24.75,1.75,10.75,-12.25,2.4525,0.145,0.4025,0.2975,-41.5,-125.75,10.5,26.75,-1.5,-0.5,-10.75,-10.75,-31,-99,0,671,594,126.12,142.89,180.05,181.41,146.56,161.47,168.1166667,162.7275,0,1,-1,"2013287"
2013,385,1,"Y",9,"North Carolina","ACC","H","F","Y","U",NA,"Boston College","ACC","A","U","N","U","N","N",3600,NA,23.5,54.83333333,38.83333333,309.8333333,8.011666667,34.5,100.8333333,2.975,73.33333333,410.6666667,5.623333333,1.666666667,63.16666667,1612.333333,30.66666667,54.83333333,30.66666667,252.6666667,8.456666667,47.33333333,203.1666667,4.188333333,78,455.8333333,5.881666667,1.666666667,40.66666667,1987.666667,0.166666667,-7.166666667,0,1,24,25.4,23.6,20.2,159.6,8.76,39.4,181.2,4.536,59.6,340.8,5.746,1,30.2,1695.4,28.8,23.6,26.4,244,9.816,44,191.8,4.242,70.4,435.8,6.28,1.2,47.6,1904.6,0.4,-3.4,0.2,-5.3,5.266666667,-1.804333333,-0.303333333,-1.267,-0.347666667,65.83333333,93.06666667,-90.96666667,21.96666667,-0.2,-0.233333333,2.933333333,18.4,-25.13333333,115.0333333,1,3621,595,206.44,195.17,230.93,215.81,254.96,213.05,213.97,224.2175,1,0,1,"2013385"
2013,421,1,"Y",10,"Virginia Tech","ACC","A","F","N","O",NA,"Boston College","ACC","H","U","Y","O","N","N",3600,NA,18.14285714,73.14285714,32.57142857,209.2857143,6.507142857,37.85714286,108.4285714,2.742857143,70.42857143,317.7142857,4.545714286,1.142857143,47.57142857,1990.428571,16.42857143,73.14285714,30,173,5.674285714,34.42857143,88.14285714,2.461428571,64.42857143,261.1428571,4.004285714,2.428571429,48.57142857,1609.571429,0.714285714,1.714285714,1.285714286,0,-7,22.83333333,34.5,20.5,142.8333333,7.746666667,39.16666667,184.6666667,4.666666667,59.66666667,327.5,5.513333333,1,32.16666667,1708.833333,29.66666667,34.5,26.83333333,250.3333333,9.8,44,178.1666667,3.951666667,70.83333333,428.5,6.128333333,1,48,1891.166667,0.333333333,-6.833333333,0,-11.52380952,-6.404761905,-3.292857143,-2.072380952,-1.208809524,-2.205238095,-41.04761905,30.16666667,-69.73809524,-96.52380952,1.285714286,0.380952381,-0.404761905,4.761904762,-110.7857143,-66.35714286,0,5961,596,223.02,226.62,190.68,203.77,217.55,208.65,207.0233333,209.655,0,1,-1,"2013421"
